epoch_start_turn	task	result	turn	concepts	relations	evidence	focus	seeds	tensions	gate
777	2	ok	779	730	1213	994	event_density,span_only_rule,sparse_candidate	2	1	no_evidence_at_declaration_or_missing_dialogue
778	1	ok	779	726	1214	994	dependency_weighted_quarantine,pdf_discrimination,recovery_p	2	1	no_evidence_at_declaration_or_missing_dialogue
777	3	ok	780	731	1214	995	ambiguity_infirms_recovery,recovery_protocol,time_window_con	1	1	no_evidence_at_declaration_or_missing_dialogue
778	2	ok	780	727	1215	995	provenance_density_floor,recovery_protocol,spr_mechanism	2	1	no_evidence_at_declaration_or_missing_dialogue
777	4	ok	781	732	1215	996	ambiguity_infirms_recovery,recovery_protocol,stratified_cert	2	1	no_evidence_at_declaration_or_missing_dialogue
778	3	ok	781	729	1217	996	pdf_blocking,provenance_density_floor,sparse_timed_node	2	1	no_evidence_at_declaration_or_missing_dialogue
777	5	ok	782	732	1217	997	performative_stability,sparse_candidate,sustained_presence_r	1	1	no_evidence_at_declaration_or_missing_dialogue
778	4	ok	782	730	1219	997	dense_slow_node,performative_stability,provenance_density_fl	2	1	no_evidence_at_declaration_or_missing_dialogue
777	6	ok	783	732	1220	998	dense_candidate,performative_stability,self_citation_firewal	1	1	no_evidence_at_declaration_or_missing_dialogue
778	5	ok	783	731	1219	998	ambiguity_infirms_recovery,recovery_protocol,rule_b_ambiguit	2	1	no_evidence_at_declaration_or_missing_dialogue
777	7	ok	784	733	1223	999	performative_stability,self_citation_firewall,sustained_pres	2	1	no_evidence_at_declaration_or_missing_dialogue
778	6	ok	784	732	1220	999	baseline_records_protocol,performative_stability,rule_b_cons	2	1	no_evidence_at_declaration_or_missing_dialogue
777	8	ok	785	733	1224	1000	recovery_protocol,stratified_certainty	2	1	no_evidence_at_declaration_or_missing_dialogue
778	7	ok	785	734	1222	1000	pdf_discrimination_test,performative_stability,sustained_pre	2	2	no_evidence_at_declaration_or_missing_dialogue
778	8	ok	786	734	1222	1002	audit_as_validator,recovery_protocol,stratified_certainty	2	2	no_evidence_at_declaration_or_missing_dialogue
777	9	ok	786	734	1226	1001	dependency_authentication,slow_legitimate_node,tiered_densit	1	1	no_evidence_at_declaration_or_missing_dialogue
778	9	ok	787	734	1224	1004	provenance_density_floor,recovery_protocol	2	1	no_evidence_at_declaration_or_missing_dialogue
777	10	ok	787	734	1228	1003	dependency_weighted_quarantine,performative_stability,sustai	2	2	no_evidence_at_declaration_or_missing_dialogue
778	10	ok	788	735	1225	1005	provenance_density_floor,temporal_clustering_exploit	1	1	no_evidence_at_declaration_or_missing_dialogue
777	11	ok	788	736	1230	1004	dependency_weighted_quarantine,orthogonal_time_scales,rule_d	2	2	no_evidence_at_declaration_or_missing_dialogue
778	11	ok	789	736	1228	1006	provenance_density_floor,recovery_protocol,rolling_window_ga	2	1	no_evidence_at_declaration_or_missing_dialogue
777	12	ok	789	736	1232	1005	dependency_authentication,sustained_presence_requirement,tie	2	1	no_evidence_at_declaration_or_missing_dialogue
778	12	ok	790	737	1230	1007	edge_case_node,rolling_window_gap,sustained_presence_require	1	2	no_evidence_at_declaration_or_missing_dialogue
